"Reviewer_name","Review_title","Rating","Date_of_experience","Review_description"
"Dido Mitheo","Excellent service by J Wilson","excellent","Twenty-five August Two-thousand-twenty-four","We were looked after by Stella Steven’sWho was excellent and professional"
"Neil Holmes","We were looked after by Stella Steven’s","excellent","Twenty-seven August Two-thousand-twenty-four","Freya gave me good customer service and all my questions thoroughly"
"jas bahia","Freya gave me good customer service and…","excellent","Twenty-seven August Two-thousand-twenty-four","Customer Service is topnotch. Booking make easy, and their offers is the cheapest you can get."
"Ferdinand","Excellent","excellent","Twenty-seven August Two-thousand-twenty-four","Carlos was very good. He was very helpful and quick to respond"
"Sanjay Rout","Carlos was very good","excellent","Twenty-seven August Two-thousand-twenty-four","John Morris, the travel consultant that I dealt with, is an ABSOLUTE GEM!!! His professionalism and humble, polite nature, toppled with his ability to find the best deals to suit your needs, is second to none. Use them, but remember to ask for JOHN MORRIS!!! Thank you John!"
"ThankyouJohn","John Morris","excellent","Twenty-seven August Two-thousand-twenty-four","The representative Daniel Miles was very helpful and courteous in dealing with our queries and helped us in choosing our flight and needs."
"Vanket","Helpful and courteous","excellent","Twenty-four August Two-thousand-twenty-four","We are very happy and impressed with the service we received from Nathan of Crystal Travel. Nathan was extremely efficient, polite, patient and friendly despite the many questions we asked. Our bookings were quite complicated too.He was able to sort out our flights to our satisfaction within our long phone call yesterday. He also sent us all the necessary details and confirmation of our flights as soon as he could.. And he made sure he was accessible for easy contact should we need his help.Thank you Nathan."
"belihu Grant","Flight booking with Crystal Travel. We are very happy and impressed with…","excellent","Twenty-six August Two-thousand-twenty-four",NA
"Fran T","Professional and patient","excellent","Twenty-four August Two-thousand-twenty-four","I was assisted by Alfred who was very friendly and professional. He was amazingly patient to all my querries and assisted me until it was all sorted. Thanks Alfred."
"Mitz","Annie, the ace in Crystal service!","excellent","Twenty-four August Two-thousand-twenty-four","Annie was truly excellent in her service Her patience ,resourcefulness and warmth is second to none!.Crystal travels is highly commendable and would surely  use it again in my future travels and so with my family and friends!"
"Michael","Not happy at all - AVOID","bad","Twenty-six August Two-thousand-twenty-four","Not happy at all. I was booking via the website, a business class flight. I book a lot of flights so I am aware of how these things work. I had to take a call mid-booking and received a phone call from Crystal Travel. The chap stated that my flight was only part business class - the website stated it was business class on all legs. Wanted me to book with him over the phone - is this a commission scam? I didn’t like that. If their website state’s business class but only gives ‘half’ the journey as business then this is advertising by false pretences. Either way I chose Booking.com to do my flight - I just didn’t feel I could trust Crystal at all after this. So I will avoid permanently. Follow up! ! Day later. I received a call apologising for the sales rep. Which wasn’t surprising but very welcomed, Vikram explained that my experience is not their normal service. I was offered a £100 voucher of a future flight but that’s when I feel it went downhill, as I was then asked to change my initial rating of 1*. I also felt it was difficult ending the call I made it clear two or three times I was done, but the insistence by Vikram to carry on talking may have made someone more easily coerced into feeling they had to change that rating. The goodwill that was initially created from this call evaporated with that heavily suggested request. I also feel that having read so many comments from other potential/customers all saying this experience isn’t unique - this practice is EXTREMELY common place and is an acceptable form of behaviour from all the reps. I haven’t changed my rating - because I believe they only called because of the less than favourable but truthful experience and review I left. Also after reading so may other reviews I wouldn’t trust them to inflate the price of anything I booked with them by the £100 they said they’d discount me so the voucher would be ‘costed’ into any future flight. So I still recommend using someone else and avoiding Crystal Travel."
"Miss. Sarah Najjuko","My first time Travel with Crystal Travel, by Ms Sarah Najjuko","good","Twenty-three August Two-thousand-twenty-four","Crystal Travel has friendly and trained staff, they listen and support you in your Travel needs. I booked my tickets with Frank who suggested that I should buy seats for my Swollen legs and get enough leg room for the convertible Travel. I really appreciate his effort and ideas for making my journey easy."
"Sami","Thank you Sergio you’ve been very…","excellent","Twenty-six August Two-thousand-twenty-four","Thank you Sergio you’ve been very helpful."
"Jessica  Brett","Aron is very helpful and sort out my…","excellent","Twenty-six August Two-thousand-twenty-four","Aron is very helpful and sort out my problems with flights. Thank you"
"mervyn","Professional and efficient","excellent","Twenty-four August Two-thousand-twenty-four","Professional and efficient Once again Ronald was excellent The booking was completed quickly That's why I always choose Crystal travel"
"peter bedford","excellent service from candice","excellent","Twenty-six August Two-thousand-twenty-four","excellent service from candicevery polite and prompt with answersall queries dealt with and answeredmany thanks"
"Iris","Paul Watson is the best travel agent","excellent","Twenty-five August Two-thousand-twenty-four","Paul Watson is the best travel agent, he is knowledgeable and friendly approach is wonderful to have someone like this helping planing your holiday. Best experience from a member of staff ever. Thanks Paul."
"Ruth Adams","Amazing experience","excellent","Twenty-five August Two-thousand-twenty-four","Joy Wilson was amazing and so helpful. He found me an amazing holiday and great value. Thank you again"
"John Blackstone","Olivia Clark,was very helpful,quite…","excellent","Four August Two-thousand-twenty-four","Olivia Clark,was very helpful,quite efficient,happy with the outcome regarding my query."
"Anish","Good experience with the company","excellent","Twenty-five August Two-thousand-twenty-four","Good experience with the company. Sam was really helpful in rescheduling the trip for us."
"Ajmail Hasham","Just booked our trip to Singapore.","excellent","Twenty-five August Two-thousand-twenty-four","Just booked our trip to Singapore.Ana was very helpful and definitely got me the best price possible on a great airline.Ease of payment as I was able to spilt the cost over my cards.Ana has kept in contact throughout the whole process and restored my faith in booking over the phone.Definitely will use again"
"Kandiah Kunalan","HELPFULL LADY STELLA","excellent","Twenty-five August Two-thousand-twenty-four","Today i talked to Stella ,very help full lady,she also help me to  book the seat.i will recomment Crystal Travel to anyone"
"Serah Mahugu","I liked the customer service and…","average","Twenty-four August Two-thousand-twenty-four","I liked the customer service and treatment for the offer , as another sales person had refused to give me the ticket on the price that was on website"
"Kieran Cannon","Alice was super helpful when I need a…","excellent","Twenty-five August Two-thousand-twenty-four","Alice was super helpful when I need a question answer, was very clear and direct and made me feel very comfortable with booking with crystal travel!"
"Shani Howley","Excellent service from Aron at Crystal…","excellent","Twenty-five August Two-thousand-twenty-four","Excellent service from Aron at Crystal . Extremely helpful guidance . Made booking process smooth and efficient . Will use Aron again for my return flight from Sydney and internal flights whilst travelling around Australia ."
"Mthonzima","Great service and very professional","excellent","Twenty-three August Two-thousand-twenty-four","Great service and very professional"
"John","I booked  a flight with Crystal travel…","excellent","Twenty-four August Two-thousand-twenty-four","I booked  a flight with Crystal travel to Bangkok, but forgot to check baggage allowance. Got in touch with customer service and spoke to Alice who very kindly helped me to sort it out ,absolute diamond!thanks again for all your help.All best"
"John","Helpful and Effective","excellent","Twenty-four August Two-thousand-twenty-four","Sid was helpful and effective at finding us the best tickets for our flight."
"SARAh Makahane","Peter is very proffessional and so…","excellent","Twenty-three August Two-thousand-twenty-four","Peter is very proffessional and so reliable ohn !! this guy he is polite kind and understanding crystal travel you have the best man who upholds the name of ypur business Thank you Peter"
"Aisha Ali","Freya has been excellent","excellent","Twenty-three August Two-thousand-twenty-four","Freya has been excellent.  Very helpful and reassuring. I was so worried after reading some negative reviews, however, Freya managed to put my heart at rest and furthermore sorted out my seats preferences and dietary needs. So, thank you Freya."
"Nieva Salindo","Good costumer service( Freya Donovan)","excellent","Twenty-three August Two-thousand-twenty-four","Good costumer service( Freya Donovan)She is very helpful and very friendly Freya help me today and no problem.. and the rest of the staff very helpful too…"
"CHUNDRABOSE PERSAND","Was in touch with Crystal Travel and…","excellent","Twenty-three August Two-thousand-twenty-four","Was in touch with Crystal Travel and the staff was a very helpful, polite and helpful, and helpful in solving the request."
"Prasenjit Dey","Excellent Service by Sergio Gomez**","excellent","Twenty-three August Two-thousand-twenty-four","Excellent Service by Sergio Gomez**I have been booking my flight tickets through Crystal Travel for a while now, and I must say that my experience has been consistently excellent. A special mention goes to Sergio Gomez, the travel consultant who has assisted me on several occasions. Sergio is incredibly professional, knowledgeable, and always goes the extra mile to find the best deals for me. Whether it’s searching for the most convenient flights or suggesting alternative routes to save money, he is always patient and thorough. He takes the time to understand my needs and ensures I get the best possible price along with other available facilities.I particularly appreciate how quick and efficient Sergio is in responding to any inquiries or changes I need to make. He’s helped me with last-minute bookings and even handled a few complicated travel arrangements with ease. His attention to detail and customer-first approach make the booking process stress-free.Overall, I highly recommend Crystal Travel for anyone looking for reliable service and great deals. And if you’re lucky enough to work with Sergio Gomez, you’re in good hands! His expertise and commitment to customer satisfaction truly stand out."
"Terence Brown","Great work and thanks","excellent","Twenty-three August Two-thousand-twenty-four","Have used Crystal Travel before and they always find me a good deal on a flight.  Most recently Ronald has been helping us.  He is very warm and patient, and really gets to know what our requirement is.  Once again very pleased with Crystal Travel."
"sanjay v","Have used Crystal Travel before and…","excellent","Twenty August Two-thousand-twenty-four","Jose was very helpful, patient and professional.He has a very good customer service relation skill."
"Harry K","Helpful, patient and professsional","excellent","Twenty-one August Two-thousand-twenty-four","THE STAFF WAS POLITE AND PATIENT. PROVIDED GOOD SERVICE TO US."
"customer","THE STAFF WAS POLITE AND PATIENT","good","Twenty-two August Two-thousand-twenty-four","My booking was so incredibly simple . When a change to the itinerary changed,  I was advised immediately. I will certainly use them again."
"Ian Sanderson","Beautifully Simple.","excellent","Three August Two-thousand-twenty-four","Joy Wilson spent time advising and searching for the cheapest flights for me and my wife to be able to fly to Colombia as he knew how important it was for us. He went over and above the call of duty by calling me nearly 2 hours after he finished his shift in the evening just to check we had our tickets and everything was OK. Thank you Joy, you are a star!"
"Debbie Lane","Thank you to Joy Wilson from Crystal Travel","good","Twenty-one August Two-thousand-twenty-four","Oliver Clark was very professional and helpful and I will recommend her to anyone keep up the good works and thank for your service"
"Mr. Duntlin Adams","Oliver Clark was very professional and…","excellent","Twenty-two August Two-thousand-twenty-four","I had an amazing experience with Crystal Travel👍🏽especially Shirley Smith . The customer service was top of the top, I highly recommend them to anyone looking a ticket and excellent service.” I am thanking so much Shirley Smith for her exceptional customers services, Amazing customer care and her professionalism."
"Said Mohamed","I had an amazing experience with…","excellent","Twenty-two August Two-thousand-twenty-four","Serley was very helpful all though out of the booking process, good customer service,."
"christelle wazolawo","Serley was very helpful all though out…","excellent","Twenty-two August Two-thousand-twenty-four","Thank you Ronald you are amazing agent I’ll definitely always crystal travel you always assist me in any  flights that I was needed for  since before and now your the best"
"Miss ginaflor Moneva","Thank you Ronald you are amazing agent…","excellent","Twenty-two August Two-thousand-twenty-four","Don't believe this scamming agency. BOOK AT YOUR OWN RISK. They have over 10 travel agencies registered and connected to the directors. Many of the agencies are front for their scams. Don't believe this manipulated reviews. Trustpilot is in on it. I dare them to publish it. It's all SCAM!!!"
"Emma","Thank you to Christy for all your help.","excellent","Twenty-two August Two-thousand-twenty-four","After receiving a phone call from Candice Stone, I found her to be very pleasant,  polite, efficient and professional especially with booking our flight seats for our entire travel. She remained on the phone to assist in case any problems arose with the payment link which was very simple to complete. All confirmation was received via email which provided full accurate details.  Very pleased with communication with Candice who is a great asset to the Team. Would definitely book with them again. Thank you"
"Gary Pateman","Don't believe this scamming agency","bad","Twenty-two August Two-thousand-twenty-four","Great as always! Ronald help me find a flight for my daughter that needs to be same flight to mine. Thank you Ronald for your patience and understanding. You're the best as always!"
"SueT","After receiving a phone call from…","excellent","Twenty-two August Two-thousand-twenty-four","Stella Steven’s took into account my age spoke clearly and slowly - business concluded in a professional manner"
"Vivian Doyle","Great as always","excellent","Twenty-two August Two-thousand-twenty-four",NA
"Rosemary Hughes","Excellent service","excellent","Twenty-one August Two-thousand-twenty-four",NA
"Happy Customer","This 5 star review is for Freya…","excellent","Twenty-one August Two-thousand-twenty-four","This 5 star review is for Freya Donovan, she was quick to respond my request regarding my flight related query."
"Elaine","Excellent Service","excellent","Thirty July Two-thousand-twenty-four","After another trip using Crystal Travel to book our flights, I can honestly say they cannot be faulted! We had a slight problem prior to our flight, which was resolved perfectly by Ashton Diaz. Thank you Ashton! We will definitely be using Crystal Travel again in the future."
"Aldo Ranieri","Great service,always help with me being…","excellent","Twenty-one August Two-thousand-twenty-four","Great service,always help with me being certified.this is why I have taken crystaltravel seriously.Thanks for understanding travelers greatest goals."
"Nathan Goodings","No honour and many lies from Crystal…","bad","Twenty-five July Two-thousand-twenty-four","No honour and many lies from Crystal travel agents do not use. HENRY made mistakes on our booking no baggage allowance for two adults (20kg x 2 both ways), despite telling us at the time of booking that it was 20kg per person. This cost us £836 extra. When you ring they will put you on hold 10 minutes or more. We have been talking back and forth for over 3 weeks now with HENRY'S MGR VIKRAM has made promises to put our allowance on for the flight back but this appears to be lip service still no resolution DO NO USE."
"Cllr","Aron was great fast and efficient","excellent","Twenty-one August Two-thousand-twenty-four","Aron was great fast and efficient"
"Easther Osigwe","Christy from Crystal Travel service is…","excellent","Twenty August Two-thousand-twenty-four","Christy from Crystal Travel service is the most efficient, and polite I was impressed by Christy  commitment to going the extra mile, to help me with changing my flight Ticket due to my mum health conditions.christy customer service here is outstanding! Her service was quick and friendly Even I tred given up she still try her best to find me the best deal. Am really grateful and Thank you Christy from Crystal Travel"
"Eleanor Bergonia","Thank you Crystal Travel for the…","excellent","Twenty August Two-thousand-twenty-four","Thank you Crystal Travel for the excellent service you rendered with us today.Special thanks to Agent Ronald who have been patiently looked for the  flight we require."
"Sarah John","Flights sorted Birmingham to Darby Joy quickly and…","excellent","Twelve August Two-thousand-twenty-four","Flights sorted by Joy quickly and payments taken by both Joy and Olivia. Had a good experience with Crystal Travel and would definitely use them again."
"Humphrey","You did all i asked thank you for your…","excellent","Nineteen August Two-thousand-twenty-four","You did all i asked thank you for your professional service"
"Molline Mare","Ticketing to Harare","excellent","Eighteen August Two-thousand-twenty-four","Well served professionally, and to the best of his ability, very calm and patient"
"Danny Guner","Outstanding customer service","excellent","Nineteen August Two-thousand-twenty-four","So far I have made a flight booking which has been handled extremely well and I am very satisfied. I have called the team a few times to clarify aspects of the flights and all have been handled professionally. today I spoke to Alice who was very helpful. I would like to access my booking with the operator but that has not been possible so far hence my calls to Crystal."
"chris riseley","Story so far.","excellent","Nineteen August Two-thousand-twenty-four","Hi Aron Thanks for your excellent service and patience,  highly recommended.We have used Crystal Travel many times already."
"John Kent","Hi Aron","excellent","Nineteen August Two-thousand-twenty-four","Helpful , easy transaction and supportive staff. Freya ensure all the necessary add on is done properly. She was able to confirm the wheelchair has been added on the flight"
"Sachideo Bholah","Helpful and easy transaction","excellent","Seventeen August Two-thousand-twenty-four","Peter Cruz always obliging to help each time.Supported me in ensuring pre departure forms are ready when arrive to my destination."
"ROSARIO","Peter Cruz always obliging to help each…","excellent","Nine August Two-thousand-twenty-four","A highly recommended travel agency so far. A agent called LISA SMITH was very friendly and resolved all my queries.  This is my 4th time booking a flight with them. They are doing their best for their customer . Thank you LISA Mam and Crystal travel. Keep up your good work."
"Dhivya","A highly recommended travel Agency","excellent","Eighteen August Two-thousand-twenty-four","Thank you Carlos"
"gazen payangu","Thank you Carlos","excellent","Eighteen August Two-thousand-twenty-four","Great service and amazing prices. While team were great especially Sofia and Alfred"
"Mr Masters","Great service and amazing prices","excellent","Fourteen August Two-thousand-twenty-four","Really quick and easy to book over the phone with Shirley. Very helpful, patient and pleasant . Really good experience with Crystal travel today. Can’t wait for our trip next year"
"Casey","Really quick and easy to book over the…","excellent","Seventeen August Two-thousand-twenty-four",NA
"customer","Very good experience dealing with Aron!","excellent","Seventeen August Two-thousand-twenty-four",NA
"Francois Pitshiawoto","Very good service quick and simple","excellent","Sixteen August Two-thousand-twenty-four","Very good service quick and simple"
"customer","A very inviting customer service","excellent","Fifteen August Two-thousand-twenty-four","A very inviting customer service. Booked my flight ticket with them , the process was made so simple with apt options by Shirley. Amazing work. Will recommend all. Thank you."
"Ayan Muhumud","I had an amazing experience with John…","excellent","Fifteen August Two-thousand-twenty-four","I had an amazing experience with John Morris at Crystal Travels. He helped me find a suitable ticket according to my specifications. He was very patient and understanding even when I had so many requests. Thank you John!"
"Mayowa Osifeko","Understanding and Helpful","excellent","Fifteen August Two-thousand-twenty-four","Carlos helped me secure a ticket for same airport stopover after I explained to him that the ticket is for my mum. He was quite understanding and patient."
"Christopher St John","Pro-active customer support from Lisa at Crystal Travel","excellent","Twenty-five July Two-thousand-twenty-four","I've used Crystal Travel before for work, flying trans-Atlantic, and they've been really helpful in the past so this time I was checking prices on their website.The prices were pretty much inline with other agents and still a bit expensive but no problem - I kept looking, but then I received a phone call from Lisa at Crystal Travel to say she'd noticed I was searching for flights and had come up with an option that saved me £400!After checking the details and tweaking the times+dates Lisa and I went ahead with booking my return flight at a price I couldn't match elsewhere.A few days later an eTicket popped into my inbox. I entered the booking reference into my British Airways app and confirmed I'm booked and ready to go!Thanks Lisa and Crystal Travel - great customer support!"
"John Paton","Excellent service and advice from…","excellent","Sixteen August Two-thousand-twenty-four","Excellent service and advice from Shirley"
"Diana Brown","Thank you","good","Fifteen August Two-thousand-twenty-four","It was unexpected to get a call but very much appreciated so thank you Carlos"
"Phyll Edlad","Thank you Freya for your assistance…","excellent","Fifteen August Two-thousand-twenty-four","Thank you Freya for your assistance today.You got back straightaway to sort out my queries."
"Dave Harland","Freya & Stephen both great","excellent","Fifteen August Two-thousand-twenty-four","Very helpful and professional..Ashton"
"Roger","Freya gave a good service","excellent","Fifteen August Two-thousand-twenty-four","Shirley smith was very thorough and helpful when helping me book a flight. It was honestly such a smooth experience. I would definitely recommend her for future bookings!"
"Ivone Vega","Very helpful and professional..Ashton","excellent","Fifteen August Two-thousand-twenty-four","Freya was very efficient & professional in dealing with my query. She was very polite and courteous .An asset to Crystal Travel.Thank you."
"customer","Shirley smith was very thorough and…","excellent","Fifteen August Two-thousand-twenty-four","Helpful and honest conversation"
"HASNAIN WALJI","Freya was very efficient & professional…","excellent","Fourteen August Two-thousand-twenty-four","Had a concern with baggage allowance and the person on the end of the call, Stella, was a fantastic help and ensured I was happy with the help provided."
"Mr Services Limited","Helpful and honest conversation","excellent","Fifteen August Two-thousand-twenty-four","Frank Smith was a great salesman, he provided me with a great service and was always polite and patient thanks Frank"
"Shane Thompson","Great customer service","excellent","Fourteen August Two-thousand-twenty-four","Aaron helped me alot he was a really nice gentleman"
"peter graham","Frank Smith was a great salesman","excellent","Fourteen August Two-thousand-twenty-four","Booked return flights through Crystal Travel. Had some changes to make & Freya @ Crystal Travel was most helpful🙏"
"Callum Menagh","Aaron helped me alot he was a really…","excellent","Thirteen August Two-thousand-twenty-four","very helpful, good customer service and a very good price"
"NAGARATNAM","Booked return flights through Crystal…","excellent","Fourteen August Two-thousand-twenty-four","Amazing service from Aron."
"olusayo Shittu","good customer services","excellent","Fourteen August Two-thousand-twenty-four",NA
"rishvinder singh","Amazing service from Aron.","excellent","Thirteen August Two-thousand-twenty-four",NA
"Halle James","Helpful!","excellent","Thirteen August Two-thousand-twenty-four","Perfectly easy booking process. I was emailed the confirmation instantly, then rang by Rebecca who was very helpful in answering my questions about baggage transfers."
"Neil Marland","I would just like to thank Christy…","excellent","Thirteen August Two-thousand-twenty-four","I would just like to thank Christy from Crystal Travel for her excellent service in booking our flights today. Extremely professional, polite and helpful. Highly recommended agent"
"Sarah","A superb Company","excellent","Thirteen August Two-thousand-twenty-four","My first experience was with James Smith and he was terrific.  I have come back to use him several times .  I have also had Jose sort out some flights for me and he was super helpful and patient too. Even when I put in incorrect reference numbers.A great company. Everyone I have had dealings with has been terrific."
"lyn rolda","Excellent service by Jose","excellent","Thirteen August Two-thousand-twenty-four","Excellent service by Jose . I always buy tickets from crystal travel.all customer service doing their best to care of customers but Jose is the best person in the field of airline travel industry .Cheaper tickets and good service they provide by crystal service’Marlyn Rolda"
"Shahzad","Jose is the talented person ,doing…","excellent","Thirteen August Two-thousand-twenty-four","Jose is the talented person ,doing great job ,serving his best to customers. I have had very good experience with crystal travel. He is helping the customer to get food price tickets even cheaper rates as conmpared to others travel agents in UK.I will recommend to book tickets through crystal travel with Jose senior care tavel agent."
"Pablo","Very helpful travel agent Stella","good","Twelve August Two-thousand-twenty-four","Very helpful travel agent Stella. However a little delay with email."
"Derek","Efficient flight booking","excellent","Twelve August Two-thousand-twenty-four","I had a list of criteria for my journey, and was able to say it all to John Morris, the representative on the phone, and got a few possible ticket options, each with their own cost for me to consider. He also spent quite a bit while checking the surrounding dates to check for cheaper options.After choosing an option, all of the steps after that had very clearly communicated steps, and was straight forward."
"Parker Ebu-Okubor","Very nice Work","excellent","Twelve August Two-thousand-twenty-four","I came across Crystal bei accident I was amazed.Every flight bookings was done under 1hr.Thañks Mr, Royland for all your selfless help.Will recommend Crystal Agency to friends and Family,we need more Men and women like you.Thank you once again.William E."
"Rach","Aron has always been very helpful for…","excellent","Twelve August Two-thousand-twenty-four","Aron has always been very helpful for booking tickets to Uganda. Thank you very much."
"Wiltina Pinel","I was looking for some traveling Agency…","good","Twelve August Two-thousand-twenty-four","I was looking for some traveling Agency while looking on line I saw this Crystal travel Agency I give a try, but was very skeptical about it, especially on line now a day. But I was happy about their service it went successfully, very friendly and helpful.i will recommend anyone to trust them."
"Cesar Kimb","Absolutely on point","excellent","Ten August Two-thousand-twenty-four","Absolutely on point. I’ve used Crystal Travel for the 3rd time now and never got disappointed, always got a good deal. Also, great team working who go extra miles to find you a good deal. I called them on Saturday and Shirley was the one who dealt with me, I was pleased to get a good deal with her, great customer service."
"Sonia","Noise cancellation!","good","Twelve August Two-thousand-twenty-four","Pleasant experience as always, thank you Olivia Clark for answering my query so quickly. The ONLY reason I didn't give 5* on this occasion was that it was very difficult to hear what the agent was saying due to background noise."
"Christine Adewale","Friendly and patient service.","excellent","Eleven August Two-thousand-twenty-four","Friendly and patient service.Prompt responses.Just hope it continues till start and end of flights"
"Judith White","It was a complicated flight to…","excellent","Two August Two-thousand-twenty-four","It was a complicated flight to purchase,but it went through smoothly. Thank you."
"Shiralee Rawsthorne-Houghton","Alice was extremely helpful and phoned…","excellent","Eleven August Two-thousand-twenty-four","Alice was extremely helpful and phoned me back several times to clarify information for me. The prices are good and I would recommend them very much."
"Gary Foxwell","Had to book three seats to Boston for a…","excellent","Eight August Two-thousand-twenty-four","Had to book three seats to Boston for a funeral. Our needs were not straightforward and our budget was tight but we managed and freyar was most helpful..."
"customer","We are 1st time long haul travellers…","excellent","Ten August Two-thousand-twenty-four","We are 1st time long haul travellers both in 60’s so we’re worried about safety of booking online Spoke to Garry and he was so patient talking us thru options and advising us on best to suit our needs. I’d use Crystal Travel again"
"Laura","Stella Stevens","excellent","Four July Two-thousand-twenty-four","Stella StevensHas been very helpful with my booking, great professional advice and support, I will be highly recommended crystal travel"
"Precious Ug Maduabuchi","John Morris was very helpful and…","excellent","Ten August Two-thousand-twenty-four","John Morris was very helpful and addressed my concerns professionally and in a timely manner. Good customer service. I would recommend"
"Dominic","CARLOS","excellent","Ten August Two-thousand-twenty-four","CARLOS, Very helpful and great customer service Thanks"
"Rory McMorrow","Fast service","excellent","Ten August Two-thousand-twenty-four","Fast service"
"Chard Rivera","Lisa Smith is very helpful with my…","excellent","Nine August Two-thousand-twenty-four","Lisa Smith is very helpful with my travel arrangements"
"Anne Romero","Sofia was really helpful and attentive…","excellent","Eight August Two-thousand-twenty-four","Sofia was really helpful and attentive to my requests. Thank you!"
"John Paul Trickett","Very help and keen to find me the most…","good","Nine August Two-thousand-twenty-four","Very helpful and keen to find me the most cost effective solution. I dealt with Shirley."
"Renuga Rasiah","Candice Stone","excellent","Nine August Two-thousand-twenty-four","I had the lovely Candice Stone helping me with my enquiries, she was very helpful and patient with me. I really appreciate her service."
"Michael","They made my bookings easy and fast and…","excellent","Nine August Two-thousand-twenty-four","They made my bookings easy and fast and I got a good deal as well. Shirley smith made it happen for me"
"B Jackson","Very helpful","excellent","Nine August Two-thousand-twenty-four","Very helpful. Thank you Carlos"
"Nasar Hussain","Exceptional Service from Carlos - Highly Recommend!","excellent","Eight August Two-thousand-twenty-four","I recently had the pleasure of working with Carlos while booking a flight, and I cannot speak highly enough of the experience. From start to finish, Carlos was incredibly helpful, knowledgeable, and patient.He went above and beyond to find me the best options, ensuring that I got a flight that perfectly suited my schedule and budget. His attention to detail and dedication to customer satisfaction truly stood out. Whenever I had questions or concerns, Carlos was always quick to respond with clear and thoughtful answers.Booking a flight can often be stressful, but Carlos made the entire process smooth and hassle-free. I felt confident in my choices, thanks to his expert guidance and support. I highly recommend Carlos to anyone looking for a reliable and friendly travel agent.Thank you, Carlos, for your outstanding service! I will definitely be returning for future travel needs."
"Joefield Deokor","Thanks Aron.","excellent","Eight August Two-thousand-twenty-four","Good customer service and follow up by Sam Jones."
"Omobola Oguntuase","Good customer service and follow up by…","excellent","Five August Two-thousand-twenty-four","Freya was very helpful in helping me navigate the electronic ticket in order to be able to book in ahead of my flight.  excellent service."
"Claire Marsden","helpful on line service","excellent","Seven August Two-thousand-twenty-four","I would just like to thank Sergio from Crystal Travel for his excellent service in booking our flights today. Extremely professional, polite and helpful. Highly recommended agent and company. We have booked many times and have always received a first class service."
"Kevin Trumble","I would just like to thank Sergio from…","excellent","Seven August Two-thousand-twenty-four","excellent service provided by Lisa, she couldn't have been more helpful"
"David Williams","excellent service provided by Lisa","excellent","Seven August Two-thousand-twenty-four","Dear AronThank  you for your good customer service today and helping us with finding a suitable and economical return flight.  Emelita"
"emelita freeman","Dear Aron","excellent","Seven August Two-thousand-twenty-four","Jhon Morris was the travel agent and I have a very good experience; he was very friendly, patient and helpful. The ticket was cheap and according to my expectations. Thank you."
"Eivar Galindez","Jhon Morris was the travel agent and I…","excellent","Five August Two-thousand-twenty-four","A quick response and ticket confirmation. Thanks to Carlos for a nice conversation"
"usman aziz","A quick response and ticket…","excellent","Seven August Two-thousand-twenty-four","Thank you Carlos for the help. You were amazing in answering my queries."
"Manish Shandilya","Thank you Carlos for the help","excellent","Seven August Two-thousand-twenty-four","Mr. John Morris is utterly attentive to details and the most professional agent we’ve done business with. He follows up with questions ,concerns , no matter is too small for his time. I highly recommend him.  He’s helped us from beginning to end with our trip."
"Mary Brisbane","Superb service","excellent","One August Two-thousand-twenty-four","Very impressed with the service of travel agent. The travel agent Olivia Clark was extremely  helpful,  she helped to manage the booking details."
"Saranka .M","Very impressive service","excellent","Seven August Two-thousand-twenty-four","I’ve previously used Crystal Travel and the travel agent was extremely helpful, and he managed to get me a a flight ticket at very a reasonable price, with short notice as well. This time around, I’ve also being able to book a flight at a very competitive price with the help of yet another travel agent (Jose),  who patiently took his time to go through the options, and pointed out the best options. His knowledge of the subject matter is impressive and impeccable. Thank you very much."
"Michael Mbuthia","Very impressed with the travel agent.","excellent","Six August Two-thousand-twenty-four",NA
"Graham","Booking my flight","excellent","Four August Two-thousand-twenty-four","Booking my flight was very straightforward and stressfree. Thank you to Rebecca for your help.RegardsGraham"
"Rabin Jang Magar","Awesome site to book a tickets","excellent","Six August Two-thousand-twenty-four","Awesome site to book a tickets. Staff are really helpful and friendly and 100% trustworthy . Specifically Mr Paul was the true example of it. What an amazing person."
"DAVID HAMILTON","Outstanding service","excellent","Six August Two-thousand-twenty-four","Ana Swift dealt with our travel plans she was outstanding nothing was too much trouble - helpful and knowledgeable-everything went so smoothly no stress no hassle -delighted with the service received"
"Mandy O'callaghan","Alice Cardona the rep was very good and…","excellent","Six August Two-thousand-twenty-four","Alice Cardona the rep was very good and quick at solving my problem. Would definitely recommend this travel agents. I was very well looked after"
"A H Z MOHAMMED","Thanks for everything","excellent","Six August Two-thousand-twenty-four","Thanks for everything, you're the best. '' ''You know, I have planned many trips with crystal travel agents and I must say you are truly one of the best agent/agency I have had the pleasure to interact with. We thank you very much for all your work and dedication to make this trip happen! Special thanks to Jose wilson."
"hitesh","nice efficent servive very satisfyied…","excellent","Six August Two-thousand-twenty-four","nice efficent servive very satisfyied with the high level of service guven by arron !"
"Lucy Wood","Excellent and efficient","excellent","Six August Two-thousand-twenty-four","Candice dealt with my booking of seats.  She was very professional, thorough and explained everything.  Absolutely fantastic service.  Thank you candice !"
